query_id	labels	specificity
1187	33	0.034613
1188	1363	0.0039114
1189	38	0.0296922
1190	1985	0.0055809
1191	8	0.137973
1192	1175 14	0.0004187
1193	3904 3850	1.97e-05
1194	93	0.0154208
1195	336	0.0145691
1196	91	0.0236403
1197	38	0.0296922
1198	115621	1.35e-05
1199	1363	0.0039114
1200	91	0.0236403
1201	93	0.0154208
1202	2964	0.0034822
1203	9438	0.0016177
1204	4917	1.14e-05
1205	548	0.0011821
1206	11856 89	0.0001933
1207	4505	0.0023842
1208	13845 7	0.0001313
1209	100	0.0508944
1210	2415 18	0.0002517
1211	49441	6.73e-05
1212	5525 3713	3.36e-05
1213	1145 7	0.0004881
1214	2656	0.0052612
1215	32004	9.9e-06
1216	1360 1347	0.0004557
1217	2975 1643	6.79e-05
1218	4653 1391	4.26e-05
1219	19542 91	7.67e-05
1220	100	0.0508944
1221	3426 1895	0.0003713
1222	1549 477	2.17e-05
1223	35	0.0368312
1224	93	0.0154208
1225	1310 704	5.89e-05
1226	2635 2098	2.55e-05
1227	24994 20	5.26e-05
1228	851 623	0.0001126
1229	104767	1.06e-05
1230	28	0.0705726
1231	1404 29	5.35e-05
1232	536 100	0.0003327
1233	17213 29	0.0002877
1234	95	0.0110695
1235	4	0.113336
1236	2847 17	0.0003583
1237	9649 4440	2.63e-05
1238	3561	0.0017062
1239	28087 8652	3.99e-05
1240	1038	0.0029648
1241	17	0.0991156
1242	10222	0.0008731
1243	7901 4	0.0001727
1244	3163 639	6.28e-05
1245	9118 9104	1.82e-05
1246	337	0.0063807
1247	72361	1.92e-05
1248	6117 136	0.0012044
1249	26	0.0073
1250	14343 2664	6.8e-05
1251	572 23	0.0005583
1252	17	0.0991156
1253	63263 8670	2.51e-05
1254	110020	1.65e-05
1255	6540 3119	2.06e-05
1256	10	0.028769
1257	3	0.0948589
1258	56328	1.61e-05
1259	8256	0.0002732
1260	28	0.0705726
1261	91	0.0236403
1262	4324 3405	5.14e-05
1263	24123	0.000269
1264	8625	0.0008499
1265	3572 5	0.0003686
1266	38	0.0296922
1267	7	0.133382
1268	8	0.137973
1269	8636 5172	2e-05
1270	5537 2148	0.0001861
1271	3024 29	0.0002054
1272	630 18	0.0005192
1273	3302 933	0.0004552
1274	5896 23	0.0006688
1275	9474 4008	0.0015466
1276	93	0.0154208
1277	7335 3252	0.0006945
1278	69990 91	5.77e-05
1279	35	0.0368312
1280	3329 89	0.0001372
1281	35	0.0368312
1282	15916	0.0005058
1283	35	0.0368312
1284	2179	0.0011018
1285	103	0.0137207
1286	123543	1.96e-05
1287	40	0.0081678
1288	3901	0.0012526
1289	4548 89	0.0003546
1290	38	0.0296922
1291	26	0.0073
1292	2853	0.0020983
1293	35	0.0368312
1294	8663 730	0.0005425
1295	0	0.0097939
1296	4086 1227	3.5e-05
1297	38	0.0296922
1298	4661 4	0.0001334
1299	121400	1.38e-05
1300	87845	1.44e-05
1301	1981 1225	4.93e-05
1302	113	0.0071253
1303	336	0.0145691
1304	100	0.0508944
1305	1783 851	2.01e-05
1306	13247 3523	0.0015958
1307	8	0.137973
1308	2620	0.006262
1309	40	0.0081678
1310	22515	0.0001051
1311	3068	0.0028467
1312	9474 14	0.0002513
1313	4860	0.0025646
1314	5564 89	0.0005047
1315	8	0.137973
1316	7808	0.0023745
1317	93	0.0154208
1318	37777 32867	0.000113
1319	142	0.0086892
1320	1003 20	0.0003344
1321	20179 12002	0.0003265
1322	1391 938	0.0002494
1323	18215	0.0001647
1324	657	0.004924
1325	28	0.0705726
1326	109281	1.51e-05
1327	106	0.0203896
1328	1904 1540	9.76e-05
1329	30935	7.9e-05
1330	1004 936	5.85e-05
1331	1485	0.0030203
1332	12966 7118	3.22e-05
1333	12549 153	0.0007716
1334	337	0.0063807
1335	1926	0.0032391
1336	51820	1.6e-05
1337	19	0.0869037
1338	11070 8639	6.48e-05
1339	31593	2.66e-05
1340	35	0.0368312
1341	35	0.0368312
1342	44	0.0029097
1343	90	0.0180512
1344	35	0.0368312
1345	8830 1402	3.74e-05
1346	8	0.137973
1347	2395 736	9.9e-05
1348	48615 20684	8.9e-06
1349	5948 29	0.0001869
1350	3984 407	3.7e-05
1351	10333 4678	3.33e-05
1352	5524 944	0.0005134
1353	11	0.0679536
1354	0	0.0097939
1355	91	0.0236403
1356	1346 8	9.94e-05
1357	42740 8621	2.78e-05
1358	606 7	0.0006137
1359	4618 18	0.0001349
1360	42979 17	2.7e-05
1361	93	0.0154208
1362	24293	1.48e-05
1363	90	0.0180512
1364	5621 538	1.73e-05
1365	91	0.0236403
1366	7616 3028	0.0003052
1367	17	0.0991156
1368	341	0.003288
1369	748 23	0.0002021
1370	5793 2528	2.74e-05
1371	2	0.0581971
1372	6907 23	0.0006464
1373	35	0.0368312
1374	0	0.0097939
1375	3205 2698	7.05e-05
1376	3984 1952	0.0001363
1377	17	0.0991156
1378	35	0.0368312
1379	932	0.0053541
1380	18289 9061	2.22e-05
1381	71245	9.05e-05
1382	35	0.0368312
1383	5732 15	6.48e-05
1384	31939	5.8e-06
1385	90	0.0180512
1386	7263	0.0023828
1387	8204 3487	1.57e-05
1388	703	0.0025828
1389	2975 4	4.63e-05
1390	8665 9	0.0002815
1391	345	0.034881
1392	16223	0.0006268
1393	4	0.113336
1394	2	0.0581971
1395	5744 931	0.0003127
1396	3170	0.0026231
1397	19	0.0869037
1398	28657 98	7.61e-05
1399	1357 492	3.58e-05
1400	95	0.0110695
1401	3076 19	0.0004527
1402	1268	0.00545
1403	7004 15	0.0001345
1404	38	0.0296922
1405	1003 117	0.0022038
1406	8	0.137973
1407	9336 3271	2.7e-05
1408	609 19	0.0004467
1409	38	0.0296922
1410	32244 16	3.48e-05
1411	3881 2097	2.43e-05
1412	5713 2193	0.0003117
1413	100	0.0508944
1414	89	0.170741
1415	389	0.0021616
1416	107	0.0105398
1417	630	0.0045248
1418	776	0.0005374
1419	500 89	0.0008864
1420	142	0.0086892
1421	95	0.0110695
1422	2477 5	4.99e-05
1423	1	0.0266844
1424	4449 23	0.0016862
1425	142	0.0086892
1426	93	0.0154208
1427	4633	0.0003249
1428	62780	1.44e-05
1429	19282 1901	2.31e-05
1430	27610 8671	1.72e-05
1431	29	0.191599
1432	40	0.0081678
1433	8	0.137973
1434	95	0.0110695
1435	359	0.0031224
1436	359	0.0031224
1437	3820 851	7.36e-05
1438	346	0.0037554
1439	109270	1.97e-05
1440	0	0.0097939
1441	2614 29	0.0001947
1442	89	0.170741
1443	2019 1508	3.24e-05
1444	15957 89	0.0002858
1445	37778 25495	0.0001186
1446	106	0.0203896
1447	1277 6	0.0003009
1448	95	0.0110695
1449	89	0.170741
1450	630	0.0045248
1451	35	0.0368312
1452	0	0.0097939
1453	100	0.0508944
1454	939 23	0.0005581
1455	5851 3739	2.65e-05
1456	32650	1.55e-05
1457	19708	1.21e-05
1458	2823 356	7.57e-05
1459	1268	0.00545
1460	106	0.0203896
1461	1532 816	0.0004593
1462	35	0.0368312
1463	17340	7.19e-05
1464	2027 342	0.0018742
1465	91	0.0236403
1466	22445 4494	3.34e-05
1467	1040 19	0.0038483
1468	4452 2532	2.14e-05
1469	2771	0.0019032
1470	0	0.0097939
1471	93	0.0154208
1472	3999	0.0003224
1473	48615 2495	2.38e-05
1474	106	0.0203896
1475	142	0.0086892
1476	33760 14971	1.89e-05
1477	100	0.0508944
1478	21695 16	5.01e-05
1479	23975	0.0001056
1480	35	0.0368312
1481	10699	0.00016
1482	19656 14	2.09e-05
1483	3071	0.0022228
1484	95	0.0110695
1485	9285 2003	0.0002178
1486	91	0.0236403
1487	335	0.0072052
1488	119459	1.59e-05
1489	101717	1.93e-05
1490	35	0.0368312
1491	98	0.0180067
1492	652	0.0039045
1493	95	0.0110695
1494	42	0.0085986
1495	41822 8661	2.97e-05
1496	12071	0.0001809
1497	8	0.137973
1498	3	0.0948589
1499	15356	1.47e-05
1500	19	0.0869037
1501	0	0.0097939
1502	35	0.0368312
1503	515	0.0058954
1504	8645 7142	0.0001977
1505	1004 23	0.0008259
1506	3228	0.0019966
1507	3539	0.0011924
1508	2006	0.0054106
1509	95	0.0110695
1510	822 89	0.0012792
1511	2841 843	8.27e-05
1512	36621 3677	4.68e-05
1513	8	0.137973
1514	13604	0.0007469
1515	15166 29	4.85e-05
1516	4324 14	0.0002819
1517	2	0.0581971
1518	495	0.0006953
1519	35	0.0368312
1520	24854 23	6.78e-05
1521	30	0.003524
1522	3252 3089	0.0006965
1523	38	0.0296922
1524	8667 8118	0.0007269
1525	91	0.0236403
1526	106	0.0203896
1527	8	0.137973
1528	106	0.0203896
1529	1855 549	0.0003922
1530	95	0.0110695
1531	6169 1391	7.36e-05
1532	78412	1.7e-05
1533	3928	0.0030926
1534	3025 2178	0.0001155
1535	17076 6209	2.39e-05
1536	5547 342	0.0001101
1537	337	0.0063807
1538	7	0.133382
1539	345	0.034881
1540	8105 7358	0.0007815
1541	11246 26	0.0008929
1542	4736 640	2.17e-05
1543	8665 8601	8.46e-05
1544	5434 29	0.0007408
1545	2	0.0581971
1546	1444	0.0026946
1547	27836 859	6.07e-05
1548	5794	0.0003564
1549	9540	0.0025418
1550	8284	0.0001047
1551	146340	9.8e-06
1552	7939	0.0004593
1553	762	0.0036775
1554	14827 7040	1.12e-05
1555	1214 4	0.0004571
1556	12738	0.0014662
1557	79167 8644	2.06e-05
1558	13859	0.0005287
1559	2	0.0581971
1560	95	0.0110695
1561	23869 2388	3e-05
1562	7410	0.0008237
1563	2193 29	0.0012238
1564	2841 89	0.0025701
1565	35	0.0368312
1566	35	0.0368312
1567	89	0.170741
1568	337	0.0063807
1569	3908	0.0023248
1570	8612 9	0.0002877
1571	17	0.0991156
1572	3904	0.002476
1573	29252 1268	4.16e-05
1574	4011	0.002387
1575	95	0.0110695
1576	3084 23	0.0003332
1577	1985	0.0055809
1578	515 359	2.27e-05
1579	10822	0.000321
1580	345	0.034881
1581	3901	0.0012526
1582	3120 29	0.0001078
1583	89	0.170741
1584	8631 741	0.0007972
1585	933	0.0050898
1586	2620	0.006262
1587	107	0.0105398
1588	3468 1134	7.4e-05
1589	35	0.0368312
1590	933	0.0050898
1591	90	0.0180512
1592	6605 2338	0.0001
1593	822	0.0030688
1594	8	0.137973
1595	6444 3105	0.000609
1596	35	0.0368312
1597	336	0.0145691
1598	13735 5	7.19e-05
1599	4454 2264	2.29e-05
1600	656 591	0.0001463
1601	28	0.0705726
1602	26491 3556	6.49e-05
1603	136848	1.6e-05
1604	155080	9.5e-06
1605	100	0.0508944
1606	106	0.0203896
1607	95	0.0110695
1608	17682	0.0001613
1609	1287	0.0037317
1610	28	0.0705726
1611	14404 623	3.49e-05
1612	2270	0.0018472
1613	933	0.0050898
1614	4454	0.0049355
1615	8801 2493	8.29e-05
1616	115621	1.35e-05
1617	2613	0.0016767
1618	3197 2137	3.82e-05
1619	19	0.0869037
1620	2003	0.0030073
1621	399 7	0.0001025
1622	107	0.0105398
1623	336	0.0145691
1624	2849 2105	4.43e-05
1625	93	0.0154208
1626	13	0.0805928
1627	31360 22	6.87e-05
1628	44647 9012	1.71e-05
1629	8	0.137973
1630	38	0.0296922
1631	499 20	0.0002961
1632	7616 3606	0.0002842
1633	1443	0.0031307
1634	18	0.09593
1635	5645 29	3.14e-05
1636	25480 5516	0.0001562
1637	57018	1.83e-05
1638	35	0.0368312
1639	75433	8.1e-06
1640	5434	0.0027697
1641	17	0.0991156
1642	7085 1813	0.0001775
1643	630	0.0045248
1644	26	0.0073
1645	13476 2364	4.33e-05
1646	1634 1175	0.0002299
1647	88845	1.57e-05
1648	43443 2046	0.000138
1649	17	0.0991156
1650	1987 7	0.0003603
1651	90	0.0180512
1652	40	0.0081678
1653	37777 32867	0.000113
1654	1940	0.0004032
1655	9570 1112	0.0002479
1656	2062 29	0.0001605
1657	99797	1.81e-05
1658	1027	0.0048896
1659	95	0.0110695
1660	38399 610	2.36e-05
1661	8	0.137973
1662	106	0.0203896
1663	50055 29	4.34e-05
1664	103	0.0137207
1665	336	0.0145691
1666	28236 7572	4.38e-05
1667	90	0.0180512
1668	16633 4904	3.37e-05
1669	94545	8.8e-06
1670	5918	0.0001349
1671	732	0.001464
1672	3820 1444	7.66e-05
1673	13903	0.0005101
1674	3080 878	5.22e-05
1675	40	0.0081678
1676	1384 28	5.81e-05
1677	1985 18	0.0005474
1678	1565 100	0.0001293
1679	2	0.0581971
1680	337	0.0063807
1681	17864 8118	3.33e-05
1682	63830	1.2e-05
1683	1974	0.0005184
1684	8230 741	0.0007822
1685	4574 89	0.0007233
1686	1	0.0266844
1687	8028 3027	5.09e-05
1688	93	0.0154208
1689	28	0.0705726
1690	75127 4470	1.4e-05
1691	6309 1540	4.16e-05
1692	4698 6	9.35e-05
1693	75125 662	1.06e-05
1694	4225 3285	2.05e-05
1695	337	0.0063807
1696	2811	0.0010097
1697	9435 29	0.0001189
1698	600 13	0.000335
1699	8	0.137973
1700	706	0.0016174
1701	1268 23	0.0017826
1702	8	0.137973
1703	7097	0.0013236
1704	132763	1.39e-05
1705	4	0.113336
1706	3975 549	0.0003769
1707	19183 1164	8.06e-05
1708	4618 18	0.0001349
1709	7967 1476	3.49e-05
1710	1624	0.0023061
1711	88460	5.17e-05
1712	997	0.0003746
1713	1135	0.002058
1714	2603 4	0.0001126
1715	27301 4428	2.73e-05
1716	1	0.0266844
1717	26	0.0073
1718	3156 6	0.000568
1719	3971 1027	3.47e-05
1720	8607 7158	2.78e-05
1721	2104	0.0038687
1722	29	0.191599
1723	1813 968	0.0004942
1724	2	0.0581971
1725	14257 131	0.0007409
1726	8667 8645	0.0007383
1727	61882 46612	1.05e-05
1728	6024	0.0029095
1729	38	0.0296922
1730	2694	0.0030938
1731	35	0.0368312
1732	89	0.170741
1733	9716	2.5e-05
1734	44619 19629	3.29e-05
1735	90	0.0180512
1736	4	0.113336
1737	5061 2147	7.91e-05
1738	35	0.0368312
1739	3119 14	0.000253
1740	38	0.0296922
1741	28385	1.13e-05
1742	17	0.0991156
1743	1577	0.0002799
1744	2	0.0581971
1745	4379 4368	0.0001901
1746	2406	0.0016681
1747	26	0.0073
1748	91	0.0236403
1749	1898 410	6.38e-05
1750	348	0.006714
1751	8645 29	0.0008981
1752	2895 21	0.0032537
1753	23414 8663	3.09e-05
1754	843	0.0022245
1755	3901	0.0012526
1756	1277 17	0.0002167
1757	28	0.0705726
1758	27326 11424	1.89e-05
1759	337	0.0063807
1760	902 580	0.0001199
1761	95	0.0110695
1762	414	0.0054737
1763	40654	2.29e-05
1764	8031	0.0022443
1765	35	0.0368312
1766	6858	0.0030755
1767	28	0.0705726
1768	8	0.137973
1769	1447 4	0.0007331
1770	4324	0.0033697
1771	95	0.0110695
1772	1022	0.0029019
1773	1985	0.0055809
1774	41834 8633	6.39e-05
1775	3105 950	9.58e-05
1776	38	0.0296922
1777	14806 7	9.78e-05
1778	8	0.137973
1779	348	0.006714
1780	1956	0.0005764
1781	42	0.0085986
1782	2412 5	0.0003378
1783	9540 23	0.0007516
1784	7410	0.0008237
1785	1540 1154	0.0002551
1786	90	0.0180512
1787	345	0.034881
1788	27326 11424	1.89e-05
1789	35	0.0368312
1790	2006	0.0054106
1791	10380 6858	5.76e-05
1792	35	0.0368312
1793	33632 33629	1.87e-05
1794	8640 1799	0.0001027
1795	9071 7257	1.6e-05
1796	2835	0.00179
1797	5348 802	3.84e-05
1798	1	0.0266844
1799	2698 28	2.88e-05
1800	3028 762	3.71e-05
1801	8290	0.0026558
1802	828 23	0.0008212
1803	652 600	0.0004682
1804	8	0.137973
1805	35	0.0368312
1806	7118	0.0021016
1807	20164	0.0001447
1808	35	0.0368312
1809	4187 1310	4.18e-05
1810	3935	7.32e-05
1811	91	0.0236403
1812	7176 3606	5.65e-05
1813	8	0.137973
1814	35	0.0368312
1815	3302 623	4.81e-05
1816	2199	0.0017109
1817	35	0.0368312
1818	149276 847	3.01e-05
1819	78334	1.18e-05
1820	623 6	0.0003155
1821	1985	0.0055809
1822	21	0.0688177
1823	2072 19	0.000383
1824	4478 605	0.0001162
1825	10303 5118	2.61e-05
1826	21	0.0688177
1827	675	0.0015561
1828	25545 9116	0.0001116
1829	2064 23	0.0012638
1830	91	0.0236403
1831	3531	0.0030088
1832	40	0.0081678
1833	1143 107	0.0012622
1834	580	0.004175
1835	8	0.137973
1836	13	0.0805928
1837	8	0.137973
1838	881 650	5.2e-05
1839	28	0.0705726
1840	11491	0.0026413
1841	6255 29	0.0003049
1842	19	0.0869037
1843	25537 1347	0.0001233
1844	8074 23	0.0004567
1845	23119	6.59e-05
1846	8664 2776	0.0006482
1847	26	0.0073
1848	500	0.0015577
1849	2064 21	0.0009844
1850	20	0.0851688
1851	5784 100	0.0012022
1852	5893 3138	0.0003117
1853	10791 89	0.001858
1854	4	0.113336
1855	11764	4.28e-05
1856	3614 2006	0.0001123
1857	91	0.0236403
1858	90	0.0180512
1859	20	0.0851688
1860	4966 29	0.0006039
1861	10621 10620	0.000174
1862	13	0.0805928
1863	11859	0.0007231
1864	107	0.0105398
1865	25	0.0176508
1866	5525 2314	0.0011079
1867	103	0.0137207
1868	8665 8601	8.46e-05
1869	91	0.0236403
1870	142	0.0086892
1871	747 346	3.89e-05
1872	1527	0.004486
1873	33629 2390	2.52e-05
1874	2970	0.0037858
1875	28	0.0705726
1876	142	0.0086892
1877	8898 5178	5.48e-05
1878	7	0.133382
1879	580	0.004175
1880	336	0.0145691
1881	95	0.0110695
1882	35	0.0368312
1883	28	0.0705726
1884	2631 7	3.33e-05
1885	3076 950	3.3e-05
1886	2238	0.0006985
1887	2656 1409	0.0001444
1888	2729 15	9.76e-05
1889	1303 93	2.52e-05
1890	116409	9.4e-06
1891	1820 29	0.0007942
1892	1584 1	2.9e-05
1893	603	0.0010501
1894	64283	8.7e-06
1895	1985	0.0055809
1896	16	0.0909268
1897	345	0.034881
1898	788	0.0010819
1899	95	0.0110695
1900	89	0.170741
1901	6259 4324	8.42e-05
1902	4086	0.0011046
1903	3128	0.0007961
1904	1305	0.0042337
1905	12	0.0648527
1906	11878 4	3.46e-05
1907	8921 4974	4.73e-05
1908	2412	0.0023562
1909	8998 100	4.45e-05
1910	3307 904	0.000115
1911	12942 1342	0.0001527
1912	24	0.0499079
1913	11606 7	0.0003446
1914	22904 471	1.48e-05
1915	933	0.0050898
1916	2973 23	0.0003974
1917	3068	0.0028467
1918	1111 410	2.67e-05
1919	90	0.0180512
1920	19	0.0869037
1921	6471	0.0025535
1922	68616 8629	2.4e-05
1923	7	0.133382
1924	6118 18	0.0001533
1925	2073 20	0.0001525
1926	859	0.0043101
1927	4175 444	4.53e-05
1928	106	0.0203896
1929	1201 28	9.4e-05
1930	426 23	0.0009703
1931	95	0.0110695
1932	5247	1.08e-05
1933	7	0.133382
1934	106	0.0203896
1935	4301 156	0.0009396
1936	1027	0.0048896
1937	4487 29	0.000402
1938	4815 1122	0.0010199
1939	25	0.0176508
1940	5893 363	0.0022374
1941	103	0.0137207
1942	2270	0.0018472
1943	15153 5	7.68e-05
1944	8	0.137973
1945	8664 2212	0.000602
1946	2435 20	0.0002259
1947	93	0.0154208
1948	3	0.0948589
1949	1898	0.0025202
1950	8	0.137973
1951	38	0.0296922
1952	25955 5214	1.78e-05
1953	95	0.0110695
1954	13116	0.0023851
1955	35	0.0368312
1956	40	0.0081678
1957	35	0.0368312
1958	14807 6966	0.0001773
1959	142	0.0086892
1960	95	0.0110695
1961	40164 13883	0.0001753
1962	89	0.170741
1963	1538	0.0055171
1964	1987	0.0024574
1965	7693	0.0009394
1966	142	0.0086892
1967	605	0.0044168
1968	5686 89	0.0007307
1969	2608 1253	0.0001722
1970	0	0.0097939
1971	6266 662	4.05e-05
1972	1621	0.0007616
1973	8	0.137973
1974	113	0.0071253
1975	37780 6	2.19e-05
1976	91	0.0236403
1977	95	0.0110695
1978	5852 3040	4.38e-05
1979	106	0.0203896
1980	6	0.12844
1981	2970 23	0.0012806
1982	7248 3296	2.98e-05
1983	8636 1164	5.18e-05
1984	17	0.0991156
1985	4185 2765	6.31e-05
1986	1080 98	0.0033827
1987	7776	0.0012353
1988	35	0.0368312
1989	6376 939	4.43e-05
1990	19531 9151	8.73e-05
1991	89	0.170741
1992	7747	0.0001344
1993	8658 7152	2.49e-05
1994	2	0.0581971
1995	35	0.0368312
1996	38	0.0296922
1997	28	0.0705726
1998	4086 2376	3.27e-05
1999	89	0.170741
2000	4442 7	0.0005902
2001	6044	0.0012314
2002	11723 4	8.96e-05
2003	12544 8513	0.0009629
2004	810	0.0042889
2005	1813 1445	4.21e-05
2006	35	0.0368312
2007	6464 1722	4.84e-05
2008	65241	1.21e-05
2009	3013 2620	0.0003534
2010	2380 1837	3.03e-05
2011	28	0.0705726
2012	12338	0.000237
2013	106	0.0203896
2014	142	0.0086892
2015	8616 2776	0.0007633
2016	3040 1175	0.00011
2017	9502 8	5.2e-05
2018	1277	0.0024261
2019	6858	0.0030755
2020	6436 4	0.0001802
2021	827 659	8.03e-05
2022	106	0.0203896
2023	89	0.170741
2024	1783	0.0016175
2025	39389	5.46e-05
2026	622	0.0015665
2027	6207	0.001859
2028	38	0.0296922
2029	38	0.0296922
2030	7824 16	0.0001019
2031	4438	0.0007403
2032	64283	8.7e-06
2033	91	0.0236403
2034	125659	1e-05
2035	23182 2003	2.36e-05
2036	1985	0.0055809
2037	8118 91	0.0009871
2038	768 14	0.0002695
2039	90	0.0180512
2040	100	0.0508944
2041	2623 345	0.0002034
2042	7750 7743	0.0001339
2043	35	0.0368312
2044	3978	0.0026915
2045	6469 931	2.1e-05
2046	38	0.0296922
2047	1913	0.0010617
2048	25992 8630	2.54e-05
2049	35	0.0368312
2050	13044 4657	3.8e-05
2051	20	0.0851688
2052	100	0.0508944
2053	5	0.123527
2054	35	0.0368312
2055	89	0.170741
2056	3458 605	0.0007025
2057	29	0.191599
2058	1538 1447	0.0001441
2059	3437 604	7.78e-05
2060	3808 3676	8.88e-05
2061	26	0.0073
2062	28	0.0705726
2063	337	0.0063807
2064	13	0.0805928
2065	95	0.0110695
2066	6858 21	0.0001992
2067	5893	0.0033992
2068	44418 8899	3.57e-05
2069	5686 6	0.0005213
2070	4	0.113336
2071	1	0.0266844
2072	31924	1.47e-05
2073	165	0.0020291
2074	8660 7213	8.35e-05
2075	6105 2618	5.24e-05
2076	93	0.0154208
2077	63830	1.2e-05
2078	93	0.0154208
2079	7468 3406	2.66e-05
2080	26	0.0073
2081	8	0.137973
2082	7530 23	0.0001651
2083	8204 7221	5.07e-05
2084	1538 4	0.0008732
2085	89	0.170741
2086	5944 4225	3.48e-05
2087	90	0.0180512
2088	89	0.170741
2089	8638 7097	0.0008193
2090	10633 23	0.000214
2091	90	0.0180512
2092	28	0.0705726
2093	8	0.137973
2094	93	0.0154208
2095	2169 7	0.0006355
2096	367	0.0015641
2097	345	0.034881
2098	89	0.170741
2099	3170 89	0.000852
2100	12550 2314	0.000638
2101	4	0.113336
2102	2255	0.0010617
2103	17845 5507	5.13e-05
2104	1987 1155	0.0002207
2105	2003 7	0.0005602
2106	7676 2656	0.0003675
2107	14635 9570	4.05e-05
2108	97	0.0021158
2109	741 468	0.0007979
2110	1155 605	0.000413
2111	43445 19716	0.0001825
2112	8981 1337	4.2e-05
2113	5893 363	0.0022374
2114	2435 1895	4.05e-05
2115	4258	0.0010104
2116	28	0.0705726
2117	39133 23	2.11e-05
2118	14827 7040	1.12e-05
2119	336	0.0145691
2120	1367 23	0.0001965
2121	3805 23	0.0011686
2122	8333 16	0.0001024
2123	932	0.0053541
2124	2	0.0581971
2125	24	0.0499079
2126	3080 23	0.0018131
2127	346	0.0037554
2128	15929 23	0.0001452
2129	580	0.004175
2130	100	0.0508944
2131	1849	0.0034925
2132	12	0.0648527
2133	38	0.0296922
2134	348	0.006714
2135	89	0.170741
2136	1898	0.0025202
2137	8619 2192	0.0007814
2138	8	0.137973
2139	3102 1980	0.0002933
2140	8646	0.0017832
2141	10702 4	0.000179
2142	348	0.006714
2143	6255 810	7.24e-05
2144	1531 1495	0.0004329
2145	745 29	0.0003291
2146	35	0.0368312
2147	89	0.170741
2148	426	0.0028502
2149	93	0.0154208
2150	10714 6050	0.0007072
2151	22109 943	2.42e-05
2152	3068 23	0.001066
2153	1074 98	0.0004706
2154	359	0.0031224
2155	17	0.0991156
2156	13577 5612	9.56e-05
2157	6611 449	3.15e-05
2158	580	0.004175
2159	1393	0.0050329
2160	89	0.170741
2161	100	0.0508944
2162	100	0.0508944
2163	24	0.0499079
2164	95	0.0110695
2165	19	0.0869037
2166	50649	5.53e-05
2167	1303	0.0034654
2168	7068 3485	7.71e-05
2169	8830 1402	3.74e-05
2170	1	0.0266844
2171	4258	0.0010104
2172	95	0.0110695
2173	93	0.0154208
2174	4736	0.0033444
2175	829 20	4.58e-05
2176	336	0.0145691
2177	8668 4615	0.0007232
2178	95	0.0110695
2179	9124 9	4.06e-05
2180	142	0.0086892
2181	4738 3805	7.23e-05
2182	346	0.0037554
2183	4	0.113336
2184	425	0.0041235
2185	10475 2063	0.000679
2186	18764	1.76e-05
2187	1634 1363	6.87e-05
2188	6313	0.0005882
2189	2064 20	0.0016111
2190	95	0.0110695
2191	9881	0.0003355
2192	90	0.0180512
2193	7824 345	6.27e-05
2194	4442 23	0.0014835
2195	6772 89	0.0003051
2196	17526 10007	2.84e-05
2197	12345 551	8.16e-05
2198	8	0.137973
2199	8016 2531	3.21e-05
2200	10110	0.0003238
2201	117203	1.43e-05
2202	2635 89	0.0002792
2203	2620	0.006262
2204	3578	0.0031674
2205	499 7	0.0004557
2206	3798 3642	4.74e-05
2207	95	0.0110695
2208	4	0.113336
2209	23354	0.000191
2210	52282	1.68e-05
2211	938 22	0.0002517
2212	90	0.0180512
2213	3269 7	0.0004214
2214	93	0.0154208
2215	20	0.0851688
2216	60989 12029	8.9e-05
2217	33	0.034613
2218	44449	8.9e-06
2219	32	0.0026094
2220	19	0.0869037
2221	0	0.0097939
2222	26	0.0073
2223	28	0.0705726
2224	100	0.0508944
2225	2046 24	7.77e-05
2226	40164 1534	0.0004549
2227	4859	0.0054381
2228	10524 29	9.11e-05
2229	14894	0.0002691
2230	1549 29	0.0004195
2231	3808 29	0.0007572
2232	1122 455	3.01e-05
2233	4587 1770	0.0003876
2234	14845 7217	1.99e-05
2235	97	0.0021158
2236	100	0.0508944
2237	1538 1444	0.0001476
2238	348	0.006714
2239	1952 1023	5.97e-05
2240	9237 19	3.63e-05
2241	3676 23	0.0014416
2242	3805 1589	7.24e-05
2243	107	0.0105398
2244	21144 12	1.83e-05
